OBJECTID_1,OBJECTID,permit_no,PROJTITLE,START_DATE,FINISH_DAT,STREET_NAM,PAVED_DATE,SHAPE_Length
2063,3371,10-0402-10964,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Humupaa St,2013/08/02 00:00:00+00,0.000730320821517006
2064,3372,10-0402-11100,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Ulupaina St,2013/07/12 00:00:00+00,0.00223386558932125
2065,3373,10-0465-8167,"Rehabilitation of Localized Streets, Phase 6B (McCully/ Makiki/upper Makiki)",2012/03/27 00:00:00+00,2012/12/31 00:00:00+00,Punahou St,2013/04/22 00:00:00+00,0.00094691740139157
2066,3374,11-0169-10570,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Circle Dr,2013/09/26 00:00:00+00,0.00256739108910765
2067,3375,08-0586-3670,"Rehabilitation of Streets, Unit 56 (Kailua Area)",2013/02/11 00:00:00+00,2018/12/18 00:00:00+00,Apokula St,2013/08/31 00:00:00+00,0.000858356324554125
2068,3376,10-0009-12580,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Haloku St,2013/06/26 00:00:00+00,0.000725360766622307
2069,3377,13-0195-9944,"Rehabilitation of Localized Streets, Phase 11D (Portlock)",2015/03/09 00:00:00+00,2016/03/07 00:00:00+00,Hanakapiai St,2015/08/19 00:00:00+00,0.00263041226887264
2070,3378,08-0453-3615,"Rehabilitation of Streets, Unit 55 (Pearl City Area)",2013/03/18 00:00:00+00,2013/10/13 00:00:00+00,Kaahele St,2013/08/15 00:00:00+00,0.0020645507104581
2071,3379,13-0194-10308,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Maniniholo St,2015/03/19 00:00:00+00,0.00256861807084416
2072,3380,09-0624-6213,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Hikiku Pl,2013/10/08 00:00:00+00,0.00103188254445881
2073,3381,09-0598-6350,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Hauoli St,2013/01/28 00:00:00+00,0.000821862178748051
2074,3382,09-0771-12038,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Orrick St,2013/01/18 00:00:00+00,0.000501734904661606
2075,3383,10-0009-12591,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Ahokele St,2013/06/05 00:00:00+00,0.000637503982402754
2076,3384,08-0588-3717,"Rehabilitation of Streets, Unit 6 (Liliha Street and Kamehameha IV Road)",2015/06/15 00:00:00+00,2016/09/19 00:00:00+00,Liliha St,2016/03/29 00:00:00+00,0.000464504957946654
2077,3385,10-0401-9647,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Lililehua St,2013/11/25 00:00:00+00,0.000449275205786006
2078,3386,10-0402-10932,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kaaiai St,2013/07/10 00:00:00+00,0.00147018079039981
2079,3387,09-0598-6391,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Puaena Pl,2013/01/28 00:00:00+00,0.000804005801663668
2080,3388,10-0401-9701,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Waimakua Dr,2013/09/26 00:00:00+00,0.00084521707545561
2081,3389,13-0195-9980,"Rehabilitation of Localized Streets, Phase 11D (Portlock)",2015/03/09 00:00:00+00,2016/03/07 00:00:00+00,Nomilo St,2015/08/07 00:00:00+00,0.000877477648834093
2082,3390,13-0193-10167,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Kawaihae St,2015/01/03 00:00:00+00,0.0025989140595403
2083,3391,07-0169-3586,"Rehabilitation of Streets, Unit 47 (Waipio Gentry Area)",2014/02/03 00:00:00+00,2014/11/29 00:00:00+00,Ka Uka Blvd,2014/10/03 00:00:00+00,0.0011072400064662
2084,3392,13-0342-11286,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Akumu St,2014/03/27 00:00:00+00,0.000438813732608859
2085,3393,08-0587-3713,"Rehabilitation of Streets, Unit 57 (Kaimuki)",2012/07/02 00:00:00+00,2014/09/19 00:00:00+00,Noeau St,2013/03/12 00:00:00+00,0.000922792123020345
2086,3394,10-0009-12606,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Lehiwa Dr,2013/06/19 00:00:00+00,0.00248229846537866
2087,3395,13-0195-9971,"Rehabilitation of Localized Streets, Phase 11D (Portlock)",2015/03/09 00:00:00+00,2016/03/07 00:00:00+00,Lawai St,2016/01/08 00:00:00+00,0.00199055556747209
2088,3396,09-0624-6239,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Ikaika Pl,2013/08/08 00:00:00+00,0.000567293044283146
2089,3397,11-0011-10052,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Kaai St,2014/04/14 00:00:00+00,0.000796092680739026
2090,3398,13-0387-12625,"Rehabilitation of Localized Streets, Phase 13E (Kaneohe Area: Ahuimanu)",2015/07/13 00:00:00+00,2016/06/12 00:00:00+00,Pakai Pl,2016/01/21 00:00:00+00,0.000596533624839823
2091,3399,11-0011-10085,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Halapepe St,2014/03/11 00:00:00+00,0.00113977985389928
2092,3400,11-0169-10678,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Pine St,2013/09/26 00:00:00+00,0.000874750659680632
2093,3401,10-0401-9631,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Lahai St,2013/11/15 00:00:00+00,0.00157168165660546
2094,3403,11-0011-10049,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Ihiloa Lp,2014/05/29 00:00:00+00,0.00136290295150003
2095,3404,11-0161-8248,"Rehabilitation of Streets, Unit 68 (Meheula Parkway and Anania Dr)",2014/01/06 00:00:00+00,2015/08/23 00:00:00+00,Anania Dr,2014/07/21 00:00:00+00,0.000392275361818546
2096,3405,14-0553-13296,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Laa Ln,2015/06/02 00:00:00+00,0.00147120918785363
2097,3406,09-0771-12043,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Pahe St,2013/01/17 00:00:00+00,0.00101381624279942
2098,3407,08-0453-3615,"Rehabilitation of Streets, Unit 55 (Pearl City Area)",2013/03/18 00:00:00+00,2013/10/13 00:00:00+00,Kaahele St,2013/08/15 00:00:00+00,0.00080307946078097
2099,3408,09-0598-6342,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Algaroba St,2013/01/28 00:00:00+00,0.00122179239178203
2100,3409,14-0553-13250,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Meyers St,2015/05/11 00:00:00+00,0.000834164484587803
2101,3410,10-0401-9662,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Makaunulau St,2014/01/17 00:00:00+00,0.000366537956227623
2102,3411,10-0401-9650,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Lokihi St,2013/10/03 00:00:00+00,0.00043403316350107
2103,3412,14-0556-12636,"Rehabilitation of Localized Streets, Phase 13G (Kaneohe Area: Kapunahala, Haiku Village, Heeia and Lilipuna)",2016/07/05 00:00:00+00,2019/03/13 00:00:00+00,Lolii Pl,2017/05/24 00:00:00+00,0.000942708650710129
2104,3413,07-0169-3585,"Rehabilitation of Streets, Unit 47 (Waipio Gentry Area)",2014/02/03 00:00:00+00,2014/11/29 00:00:00+00,Waipio Uka St,2014/10/03 00:00:00+00,0.000647826340566481
2105,3414,10-0402-11093,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Panekai Pl,2013/06/26 00:00:00+00,0.000741315846264837
2106,3415,08-0590-3719,Renton Road Rehabilitation (Between Kapolei Parkway and Asing Park),2013/05/28 00:00:00+00,2014/01/16 00:00:00+00,Renton Rd,2014/02/27 00:00:00+00,0.00246368212236862
2107,3416,09-0598-6375,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Kahoaloha Ln,2013/01/28 00:00:00+00,0.0010788037223813
2108,3417,10-0009-12566,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Kuanoni Way,2013/03/13 00:00:00+00,0.000699899000188175
2109,3418,11-0011-10037,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Waikui St,2014/06/27 00:00:00+00,0.00182060267113998
2110,3419,09-0624-6207,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Elau Pl,2013/09/26 00:00:00+00,0.000802409689708457
2111,3420,04-1094-3656,"Rehabilitation of Streets, Unit 25 (Lunalilo Home Road, Wailua Street, Hawaii Kai Dr, Niumalu Loop, Kamilo St, Naakea St, Kukii St, Paoo St, Opai St, Kokomo Pl., Halaula Pl, Naakea Pl., Olohena St, Hoopii Pl.)",2013/03/04 00:00:00+00,2014/03/10 00:00:00+00,Kamilo St,2013/06/26 00:00:00+00,0.000477542563185751
2112,3421,13-0342-11347,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Pinana St,2014/04/03 00:00:00+00,0.000304032009553382
2113,3422,14-0553-13047,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Kalikimaka St,2015/06/24 00:00:00+00,0.000653516725567663
2114,3423,13-0193-10152,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Hahaione St,2015/05/21 00:00:00+00,0.00148744136425495
2115,3424,09-0624-6244,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Kahiku Pl,2013/09/20 00:00:00+00,0.000471780314220552
2116,3425,11-0011-10035,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Waiiki St,2014/06/14 00:00:00+00,0.00140578516326599
2117,3426,11-0011-10077,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Ahuwale Pl,2014/01/21 00:00:00+00,0.00127901223988991
2118,3427,09-0624-6245,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Kahoea St,2013/08/14 00:00:00+00,0.000610629251453401
2119,3428,10-0402-11004,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Iliaina St,2013/06/19 00:00:00+00,0.00233064992904203
2120,3430,09-0598-6344,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Citron St,2013/01/28 00:00:00+00,0.00120577351990864
2121,3431,09-0624-6316,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Nape Pl,2013/10/22 00:00:00+00,0.000293892131372156
2122,3433,10-0465-8128,"Rehabilitation of Localized Streets, Phase 6B (McCully/ Makiki/upper Makiki)",2012/03/27 00:00:00+00,2012/12/31 00:00:00+00,Dominis St,2013/03/13 00:00:00+00,0.00160094111236045
2123,3434,10-0402-10948,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Nakini St,2013/07/24 00:00:00+00,0.0007445216669152
2124,3435,10-0401-9658,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Makaimoimo St,2013/11/22 00:00:00+00,0.000783613957387582
2125,3436,11-0011-10058,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Kamole St,2014/06/10 00:00:00+00,0.00081912538383058
2126,3437,14-0103-12837,"Rehabilitation of Localized Streets, Phase 13D (Kaneohe Area: Kahaluu, Waihee Valley, Waiahole and Waikane)",2015/12/08 00:00:00+00,2016/11/01 00:00:00+00,Mapele Pl,2016/06/30 00:00:00+00,0.00451307264529982
2127,3438,14-0553-13225,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Horner St,2015/05/12 00:00:00+00,0.00119698305799608
2128,3439,10-0009-12609,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Makaikai St,2013/06/19 00:00:00+00,0.000760122511776514
2129,3440,08-0586-3673,"Rehabilitation of Streets, Unit 56 (Kailua Area)",2013/02/11 00:00:00+00,2018/12/18 00:00:00+00,Aupupu St,2013/08/31 00:00:00+00,0.000328757548245743
2130,3441,10-0465-8166,"Rehabilitation of Localized Streets, Phase 6B (McCully/ Makiki/upper Makiki)",2012/03/27 00:00:00+00,2012/12/31 00:00:00+00,Prospect St,2013/03/13 00:00:00+00,0.000818425884261721
2131,3442,13-0562-13727,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Palolo Pl,2015/10/29 00:00:00+00,0.0010085221530133
2132,3443,09-0624-6286,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Kupuku Cir,2013/08/09 00:00:00+00,0.000759859201927977
2133,3444,10-0464-13957,Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ No. 4) - Work Order #1,2016/03/07 00:00:00+00,2017/01/20 00:00:00+00,Makaaloa Pl,2016/06/14 00:00:00+00,0.000638656927470494
2134,3445,09-0598-6366,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Waiola St,2013/01/28 00:00:00+00,0.00120735072272298
2135,3446,11-0169-10598,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Kaala Ave,2013/07/26 00:00:00+00,0.000645648269687018
2136,3447,14-0103-12892,"Rehabilitation of Localized Streets, Phase 13D (Kaneohe Area: Kahaluu, Waihee Valley, Waiahole and Waikane)",2015/12/08 00:00:00+00,2016/11/01 00:00:00+00,Haupoa St,2016/04/15 00:00:00+00,0.00298019521060539
2137,3448,11-0011-10054,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Kaimoku Way,2014/04/15 00:00:00+00,0.00172474300176539
2138,3449,10-0401-9688,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Waia Lp,2013/11/08 00:00:00+00,0.00251534971610611
2139,3450,11-0169-10730,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Neal Ave,2013/07/17 00:00:00+00,0.000774341057562034
2140,3452,13-0387-12630,"Rehabilitation of Localized Streets, Phase 13E (Kaneohe Area: Ahuimanu)",2015/07/13 00:00:00+00,2016/06/12 00:00:00+00,Uakea Pl,2016/01/26 00:00:00+00,0.0015711845052586
2141,3453,09-0624-6286,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Kupuku Cir,2013/08/09 00:00:00+00,0.000739549016622858
2142,3454,14-0103-12890,"Rehabilitation of Localized Streets, Phase 13D (Kaneohe Area: Kahaluu, Waihee Valley, Waiahole and Waikane)",2015/12/08 00:00:00+00,2016/11/01 00:00:00+00,Johnson Rd,2016/04/15 00:00:00+00,0.00331286442904094
2143,3455,10-0401-9705,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Wainihi St,2013/09/27 00:00:00+00,0.00219971485902286
2144,3456,10-0401-9560,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Alake St,2013/12/18 00:00:00+00,0.000720016762293052
2145,3457,14-0965-13545,"Rehabilitation of Localized Streets, Phase 15B (Nanakuli)",2016/04/12 00:00:00+00,2017/11/17 00:00:00+00,Huikala Pl,2017/05/19 00:00:00+00,0.000998641375506681
2146,3458,09-0598-6362,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Poha Ln,2013/01/28 00:00:00+00,0.000908411109545799
2147,3459,09-0771-12039,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Paaniana St,2013/02/08 00:00:00+00,0.00107108216111474
2148,3460,14-0331-12724,"Rehabilitation of Localized Streets, Phase 13F (Kaneohe Area: Keapuka)",2016/03/07 00:00:00+00,2018/01/13 00:00:00+00,Nukoki Pl,2018/04/24 00:00:00+00,0.000665588869713004
2149,3461,13-0342-11225,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Ulueo St,2014/02/20 00:00:00+00,0.00318867690235566
2150,3462,09-0598-6344,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Citron St,2013/01/28 00:00:00+00,0.00253264831271836
2151,3463,10-0401-9637,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Lauaki Pl,2013/11/18 00:00:00+00,0.000362287375057398
2152,3464,09-0598-6353,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Kemole Ln,2013/01/28 00:00:00+00,0.000915485604643486
2153,3465,13-0342-11206,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Lunaanela St,2014/02/26 00:00:00+00,0.000798563996146391
2154,3466,11-0169-10697,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Aheahe Ave,2013/05/22 00:00:00+00,0.00177516536325445
2155,3467,04-1094-3665,"Rehabilitation of Streets, Unit 25 (Lunalilo Home Road, Wailua Street, Hawaii Kai Dr, Niumalu Loop, Kamilo St, Naakea St, Kukii St, Paoo St, Opai St, Kokomo Pl., Halaula Pl, Naakea Pl., Olohena St, Hoopii Pl.)",2013/03/04 00:00:00+00,2014/03/10 00:00:00+00,Opoi St,2013/05/24 00:00:00+00,0.000837023779113311
2156,3468,13-0342-11204,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Lunaai St,2014/02/24 00:00:00+00,0.00160603769418732
2157,3469,14-0331-12729,"Rehabilitation of Localized Streets, Phase 13F (Kaneohe Area: Keapuka)",2016/03/07 00:00:00+00,2018/01/13 00:00:00+00,Poliahu Pl,2018/04/09 00:00:00+00,0.000607806631628371
2158,3470,11-0169-10677,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Pekelo Pl,2013/07/03 00:00:00+00,0.000993231939677555
2159,3471,10-0034-6067,"Rehabilitation of Beretania Street, Unit 64-R (Beretania St from University Avenue to Alapai St.)",2014/06/30 00:00:00+00,2017/07/05 00:00:00+00,Beretania St,2016/04/09 00:00:00+00,0.00151428754568146
2160,3472,11-0169-10717,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Moae Pl,2013/04/26 00:00:00+00,0.000893945639796034
2161,3473,11-0169-10684,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,Rose St,2013/09/26 00:00:00+00,0.00164049591828125
2162,3474,14-0553-13223,"Rehabilitation of Localized Streets, Phase 12A (Kalihi, Kamehameha Heights, Alewa)",2015/04/06 00:00:00+00,2015/11/16 00:00:00+00,Hiu St,2015/05/13 00:00:00+00,0.000300885780051409
2163,3475,10-0465-8166,"Rehabilitation of Localized Streets, Phase 6B (McCully/ Makiki/upper Makiki)",2012/03/27 00:00:00+00,2012/12/31 00:00:00+00,Prospect St,2013/03/13 00:00:00+00,0.00108176921120647
