objectid,fid_1,acres,tmk8_num,tmk8_alph,tmk_9,type,osds_class,x,y,soil_qty,soil_n,soil_p,soil_fc,soil_eff,soil_nflx,soil_pflx,st_qty_1,st_n_1,st_p_1,st_fc_1,st_eff_1,st_nflx_1,st_pflx_1,au_qty,au_n,au_p,au_fc,au_eff,au_nflx,au_pflx,cp_qty,cp_n,cp_p,cp_fc,cp_eff,cp_nflx,cp_pflx,ttl_osds,ttl_eff,ttl_n,ttl_p,rsk_score,towns
1210,2696,0.25,53016014,53016014,153016014,CESSPOOL,Class IV,613633,2389530,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1211,2697,0.21,53016024,53016024,153016024,CESSPOOL,Class IV,613547,2389530,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1212,2698,0.26,53016015,53016015,153016015,CESSPOOL,Class IV,613653,2389520,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1213,2699,0.22,53016023,53016023,153016023,CESSPOOL,Class IV,613568,2389520,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1214,2700,0.26,53016016,53016016,153016016,SOIL_TMT,Class I,613673,2389510,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1215,2701,0.26,53016017,53016017,153016017,CESSPOOL,Class IV,613692,2389500,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1216,2702,0.12,53014012,53014012,153014012,CESSPOOL,Class IV,613766,2389460,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1217,2703,0.12,53014058,53014058,153014058,CESSPOOL,Class IV,613758,2389440,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1218,2704,0.48,53014011,53014011,153014011,CESSPOOL,Class IV,613731,2389460,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1219,2705,0.12,53014004,53014004,153014004,CESSPOOL,Class IV,613792,2389430,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1220,2706,0.12,53014017,53014017,153014017,CESSPOOL,Class IV,613804,2389420,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1221,2707,0.21,53014052,53014052,153014052,CESSPOOL,Class IV,613826,2389390,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1222,2708,0.2,53014051,53014051,153014051,CESSPOOL,Class IV,613841,2389380,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1223,2709,0.16,53014050,53014050,153014050,CESSPOOL,Class IV,613857,2389370,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1224,2710,0.22,53014049,53014049,153014049,SOIL_TMT,Class I,613880,2389360,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1225,2711,0.24,53014048,53014048,153014048,CESSPOOL,Class IV,613857,2389340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1226,2712,0.4,53014003,53014003,153014003,CESSPOOL,Class IV,613924,2389310,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1227,2713,0.07,53013035,53013035,153013035,CESSPOOL,Class IV,613989,2389290,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1228,2714,0.06,53013034,53013034,153013034,CESSPOOL,Class IV,614002,2389280,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1229,2715,0.12,53013009,53013009,153013009,SOIL_TMT,Class I,613955,2389280,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1230,2716,0.08,53013033,53013033,153013033,CESSPOOL,Class IV,614013,2389270,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1231,2717,0.1,53013032,53013032,153013032,AEROBIC,Class III,614024,2389260,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,1000,0.09084,0.03028, , , , , , , ,1,1000,0.0908,0.0303,5,KOOLAULOA
1232,2718,0.13,53013038,53013038,153013038,CESSPOOL,Class IV,613974,2389250,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1233,2719,0.11,53013031,53013031,153013031,AEROBIC,Class III,614032,2389250,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,1000,0.09084,0.03028, , , , , , , ,1,1000,0.0908,0.0303,5,KOOLAULOA
1234,2720,0.14,53013030,53013030,153013030,SOIL_TMT,Class I,614041,2389230,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1235,2721,0.15,53013029,53013029,153013029,CESSPOOL,Class IV,614048,2389220,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1236,2722,0.16,53013028,53013028,153013028,SOIL_TMT,Class I,614055,2389210,2,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,2,800,0.003,0.0061,5,KOOLAULOA
1237,2723,0.17,53013027,53013027,153013027,CESSPOOL,Class IV,614062,2389190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1238,2724,0.23,53013015,53013015,153013015,CESSPOOL,Class IV,613996,2389180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1239,2725,0.16,53013026,53013026,153013026,CESSPOOL,Class IV,614068,2389180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1240,2726,0.15,53013024,53013024,153013024,CESSPOOL,Class IV,614078,2389150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1241,2727,0.46,53013017,53013017,153013017,SOIL_TMT,Class I,614017,2389130,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1242,2728,0.14,53013023,53013023,153013023,CESSPOOL,Class IV,614083,2389140,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1243,2729,0.12,53013022,53013022,153013022,CESSPOOL,Class IV,614087,2389120,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1244,2730,0.36,53013019,53013019,153013019,CESSPOOL,Class IV,614034,2389090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1245,2731,0.15,53010020,53010020,153010020,CESSPOOL,Class IV,614093,2389100,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1246,2732,0.11,53010019,53010019,153010019,CESSPOOL,Class IV,614100,2389070,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1247,2733,0.1,53010022,53010022,153010022,CESSPOOL,Class IV,614147,2388930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1248,2734,0.16,53010018,53010018,153010018,CESSPOOL,Class IV,614156,2388890,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1249,2735,0.16,53010017,53010017,153010017,SOIL_TMT,Class I,614161,2388860,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1250,2736,0.2,53010016,53010016,153010016,CESSPOOL,Class IV,614167,2388830,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1251,2737,0.21,53010028,53010028,153010028,CESSPOOL,Class IV,614173,2388800,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1252,2738,0.25,53010002,53010002,153010002,SOIL_TMT,Class I,614096,2388780,1,1,2,13,540,0.002044,0.004088, , , , , , , , , , , , , , , , , , , , , ,1,540,0.002,0.0041,5,KOOLAULOA
1253,2739,0.19,53010015,53010015,153010015,CESSPOOL,Class IV,614182,2388770,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1254,2740,0.17,53009038,53009038,153009038,CESSPOOL,Class IV,614202,2388700,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1255,2741,0.18,53009040,53009040,153009040,SOIL_TMT,Class I,614218,2388680,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1256,2742,0.18,53009041,53009041,153009041,CESSPOOL,Class IV,614234,2388660,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1257,2743,0.16,53009042,53009042,153009042,CESSPOOL,Class IV,614249,2388640,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1258,2744,0.12,53009043,53009043,153009043,CESSPOOL,Class IV,614261,2388620,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1259,2745,0.18,53009037,53009037,153009037,CESSPOOL,Class IV,614273,2388600,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1260,2746,0.14,53009036,53009036,153009036,AEROBIC,Class III,614314,2388440,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,600,0.054504,0.018168, , , , , , , ,1,600,0.0545,0.0182,5,KOOLAULOA
1261,2747,0.11,53009035,53009035,153009035,CESSPOOL,Class IV,614326,2388410,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1262,2748,0.13,53009034,53009034,153009034,CESSPOOL,Class IV,614342,2388380,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1263,2749,0.25,53009020,53009020,153009020,CESSPOOL,Class IV,614379,2388340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1264,2750,0.15,53009065,53009065,153009065,SOIL_TMT,Class I,614330,2388340,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,5,KOOLAULOA
1265,2751,0.13,53009102,53009102,153009102,CESSPOOL,Class IV,614318,2388330,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1266,2752,0.13,53009103,53009103,153009103,CESSPOOL,Class IV,614331,2388310,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1267,2753,0.14,53009064,53009064,153009064,CESSPOOL,Class IV,614348,2388320,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1268,2754,0.15,53009063,53009063,153009063,SOIL_TMT,Class I,614361,2388300,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1269,2755,0.14,53009104,53009104,153009104,CESSPOOL,Class IV,614349,2388290,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1270,2756,0.14,53009105,53009105,153009105,CESSPOOL,Class IV,614362,2388270,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1271,2757,0.14,53009062,53009062,153009062,CESSPOOL,Class IV,614376,2388280,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1272,2758,6.97,53009099,53009099,153009099,SOIL_TMT,Class I,614378,2388040,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,5,KOOLAULOA
1273,2759,0.15,53009033,53009033,153009033,CESSPOOL,Class IV,614469,2388230,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1274,2760,5.03,53009097,53009097,153009097,CESSPOOL,Class IV,614349,2388090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1275,2761,0.2,53009032,53009032,153009032,CESSPOOL,Class IV,614501,2388190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1276,2762,0.14,53009055,53009055,153009055,SOIL_TMT,Class I,614448,2388190,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,5,KOOLAULOA
1277,2763,0.13,53009054,53009054,153009054,SOIL_TMT,Class I,614459,2388180,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,5,KOOLAULOA
1278,2764,0.18,53009031,53009031,153009031,CESSPOOL,Class IV,614528,2388170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1279,2765,0.22,53008020,53008020,153008020,CESSPOOL,Class IV,614567,2388160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1280,2766,0.16,53008003,53008003,153008003,SOIL_TMT,Class I,614592,2388150,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1281,2767,0.13,53008019,53008019,153008019,CESSPOOL,Class IV,614613,2388140,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1282,2768,0.15,53009030,53009030,153009030,CESSPOOL,Class IV,614511,2388130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1283,2769,0.21,53008014,53008014,153008014,CESSPOOL,Class IV,614636,2388130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1284,2770,0.12,53008013,53008013,153008013,CESSPOOL,Class IV,614655,2388120,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1285,2771,0.19,53008018,53008018,153008018,AEROBIC,Class III,614666,2388110,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,600,0.054504,0.018168, , , , , , , ,1,600,0.0545,0.0182,5,KOOLAULOA
1286,2772,0.19,53008028,53008028,153008028,SOIL_TMT,Class I,614680,2388100,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1287,2773,0.18,53008012,53008012,153008012,AEROBIC,Class III,614690,2388090,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,1000,0.09084,0.03028, , , , , , , ,1,1000,0.0908,0.0303,5,KOOLAULOA
1288,2774,0.35,53008011,53008011,153008011,CESSPOOL,Class IV,614705,2388080,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1289,2775,0.13,53008021,53008021,153008021,CESSPOOL,Class IV,614634,2388080,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1290,2776,0.34,53008017,53008017,153008017,CESSPOOL,Class IV,614725,2388050,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1291,2777,0.33,53008010,53008010,153008010,CESSPOOL,Class IV,614746,2388030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1292,2778,0.36,53008009,53008009,153008009,CESSPOOL,Class IV,614768,2388010,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1293,2779,0.35,53008008,53008008,153008008,CESSPOOL,Class IV,614789,2387990,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1294,2780,0.19,53008025,53008025,153008025,CESSPOOL,Class IV,614700,2387980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1295,2781,0.11,53008024,53008024,153008024,CESSPOOL,Class IV,614717,2387990,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1296,2782,2.85,53008002,53008002,153008002,CESSPOOL,Class IV,614867,2387910,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1297,2783,0.13,53008023,53008023,153008023,SOIL_TMT,Class I,614727,2387970,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1298,2784,1.35,53009050,53009050,153009050,SOIL_TMT,Class I,614415,2388020,8,1,2,13,5800,0.021953,0.043906, , , , , , , , , , , , , , , , , , , , , ,8,5800,0.022,0.0439,5,KOOLAULOA
1299,2785,0.21,53008022,53008022,153008022,CESSPOOL,Class IV,614717,2387950,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1300,2786,0.12,53008015,53008015,153008015,SOIL_TMT,Class I,614749,2387950,1,1,2,13,200,0.000757,0.001514, , , , , , , , , , , , , , , , , , , , , ,1,200,0.0008,0.0015,5,KOOLAULOA
1301,2787,5.3,53009101,53009101,153009101,SOIL_TMT,Class I,614476,2387870,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1302,2788,2.61,53008001,53008001,153008001,CESSPOOL,Class IV,614967,2387800,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1303,2789,0.28,53009008,53009008,153009008,SOIL_TMT,Class I,614178,2387800,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1304,2790,0.25,53009025,53009025,153009025,SOIL_TMT,Class I,614185,2387720,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,5,KOOLAULOA
1305,2791,0.26,53006026,53006026,153006026,CESSPOOL,Class IV,615055,2387690,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1306,2792,0.26,53009004,53009004,153009004,CESSPOOL,Class IV,614145,2387680,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1307,2793,0.31,53006041,53006041,153006041,CESSPOOL,Class IV,615061,2387640,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1308,2794,0.27,53006042,53006042,153006042,CESSPOOL,Class IV,615071,2387620,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1309,2795,0.68,53006068,53006068,153006068,SOIL_TMT,Class I,614993,2387600,2,1,2,13,1400,0.005299,0.010598, , , , , , , , , , , , , , , , , , , , , ,2,1400,0.0053,0.0106,5,KOOLAULOA
1310,2796,0.11,53006024,53006024,153006024,CESSPOOL,Class IV,615074,2387600,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1311,2797,1.07,53006035,53006035,153006035,MULTIPLE,Multiple,614980,2387560,4,1,2,13,3200,0.012112,0.024224, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,5,3600,0.1045,0.05,5,KOOLAULOA
1312,2798,0.14,53006043,53006043,153006043,CESSPOOL,Class IV,615084,2387590,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1313,2799,0.51,53006038,53006038,153006038,CESSPOOL,Class IV,614933,2387570,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1314,2800,0.2,53006044,53006044,153006044,CESSPOOL,Class IV,615092,2387570,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1315,2801,0.53,53006062,53006062,153006062,SEPTIC,Class II,615051,2387540,0,0,0,0,0,0,0,2,36,13,1000000,1050,0.143073,0.051665, , , , , , , , , , , , , , ,2,1050,0.1431,0.0517,5,KOOLAULOA
1316,2802,0.2,53006021,53006021,153006021,CESSPOOL,Class IV,615102,2387550,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1317,2803,1.52,53006034,53006034,153006034,SOIL_TMT,Class I,614867,2387510,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1318,2804,0.13,53006020,53006020,153006020,CESSPOOL,Class IV,615113,2387530,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1319,2805,0.11,53006073,53006073,153006073,AEROBIC,Class III,615120,2387520,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,400,0.036336,0.012112, , , , , , , ,1,400,0.0363,0.0121,5,KOOLAULOA
1320,2806,0.13,53006079,53006079,153006079,CESSPOOL,Class IV,615072,2387510,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1321,2807,0.11,53006019,53006019,153006019,SOIL_TMT,Class I,615127,2387510,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,5,KOOLAULOA
1322,2808,0.13,53006029,53006029,153006029,SOIL_TMT,Class I,615080,2387500,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1323,2809,2.44,53006015,53006015,153006015,SOIL_TMT,Class I,614725,2387420,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1324,2810,0.14,53006018,53006018,153006018,SOIL_TMT,Class I,615136,2387490,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1325,2811,0.26,53006030,53006030,153006030,CESSPOOL,Class IV,615092,2387480,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1326,2812,0.26,53006054,53006054,153006054,SOIL_TMT,Class I,615009,2387370,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,5,KOOLAULOA
1327,2813,0.25,53006053,53006053,153006053,SOIL_TMT,Class I,614993,2387360,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
